Dotazník,Věk,Pohlaví,Kraj,Region,Velikost místa bydliště,Vzdělání,Praktikujete orální sex?,Druh sexu a oční kontakt
702,19,Žena,Ústecký,Čechy,1 001 až 5 000 obyvatel,SŠ,ano – spíše z vlastní iniciativy,vaginální styk – oční kontakt je důležitý
703,20,Muž,Vysočina,Čechy,1 001 až 5 000 obyvatel,ZŠ,ne – neměl/a jsem vaginální/anální styk,vaginální styk – oční kontakt je důležitý
704,54,Muž,Olomoucký,Morava,Do 1000 obyvatel,SŠ,ano – spíše z iniciativy partnera,orální sex – oční kontakt není důležitý
705,22,Žena,Středočeský,Čechy,Do 1000 obyvatel,SŠ,ano – stejně z mé vlastní i partnerovy iniciativy,orální sex – oční kontakt není důležitý
706,44,Muž,Zlínský,Morava,5 001 až 20 000 obyvatel,Vyučen/a,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt není důležitý
707,34,Muž,Praha,Praha,Více než 100 000 obyvatel,VŠ,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
708,34,Muž,Středočeský,Čechy,20 001 až 100 000 obyvatel,Vyučen/a,ano – stejně z mé vlastní i partnerovy iniciativy,orální sex – oční kontakt je důležitý
709,39,Muž,Praha,Praha,Více než 100 000 obyvatel,VŠ,ano – stejně z mé vlastní i partnerovy iniciativy,orální sex – oční kontakt je důležitý
710,62,Muž,Moravskoslezský,Morava,Do 1000 obyvatel,Vyučen/a,ano – stejně z mé vlastní i partnerovy iniciativy,jinou
711,37,Žena,Ústecký,Čechy,Do 1000 obyvatel,ZŠ,ne – přestože jsem měl/a vaginální/anální styk,vaginální styk – oční kontakt není důležitý
712,44,Muž,Středočeský,Čechy,Do 1000 obyvatel,Vyučen/a,ano – spíše z vlastní iniciativy,vaginální styk – oční kontakt je důležitý
713,49,Muž,Středočeský,Čechy,1 001 až 5 000 obyvatel,VŠ,ano – spíše z vlastní iniciativy,vaginální styk – oční kontakt není důležitý
714,26,Žena,Liberecký,Čechy,20 001 až 100 000 obyvatel,SŠ,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt není důležitý
715,57,Žena,Středočeský,Čechy,1 001 až 5 000 obyvatel,ZŠ,ne – neměl/a jsem vaginální/anální styk,jinou
716,45,Muž,Ústecký,Čechy,1 001 až 5 000 obyvatel,Vyučen/a,ano – spíše z vlastní iniciativy,vaginální styk – oční kontakt je důležitý
717,53,Muž,Moravskoslezský,Morava,20 001 až 100 000 obyvatel,Vyučen/a,ano – spíše z vlastní iniciativy,vaginální styk – oční kontakt není důležitý
718,30,Muž,Jihočeský,Čechy,Do 1000 obyvatel,SŠ,ano – spíše z vlastní iniciativy,jinou
719,48,Žena,Plzeňský,Čechy,5 001 až 20 000 obyvatel,Vyučen/a,ano – stejně z mé vlastní i partnerovy iniciativy,orální sex – oční kontakt není důležitý
720,49,Žena,Praha,Praha,Více než 100 000 obyvatel,SŠ,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt není důležitý
721,50,Muž,Moravskoslezský,Morava,Více než 100 000 obyvatel,SŠ,nevím nebo si nevzpomínám,vaginální styk – oční kontakt není důležitý
722,41,Muž,Středočeský,Čechy,5 001 až 20 000 obyvatel,SŠ,ano – spíše z vlastní iniciativy,vaginální styk – oční kontakt není důležitý
723,24,Žena,Moravskoslezský,Morava,1 001 až 5 000 obyvatel,SŠ,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
724,65,Muž,Plzeňský,Čechy,Více než 100 000 obyvatel,SŠ,ano – spíše z vlastní iniciativy,vaginální styk – oční kontakt není důležitý
725,42,Žena,Jihomoravský,Morava,1 001 až 5 000 obyvatel,SŠ,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
726,60,Muž,Pardubický,Čechy,1 001 až 5 000 obyvatel,SŠ,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt není důležitý
727,41,Muž,Karlovarský,Čechy,20 001 až 100 000 obyvatel,VŠ,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
728,25,Muž,Praha,Praha,Více než 100 000 obyvatel,SŠ,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
729,44,Muž,Jihomoravský,Morava,Více než 100 000 obyvatel,Vyučen/a,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
730,30,Muž,Praha,Praha,Více než 100 000 obyvatel,ZŠ,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt není důležitý
731,46,Muž,Vysočina,Čechy,1 001 až 5 000 obyvatel,Vyučen/a,ano – spíše z vlastní iniciativy,vaginální styk – oční kontakt není důležitý
732,56,Žena,Ústecký,Čechy,Do 1000 obyvatel,Vyučen/a,ne – neměl/a jsem vaginální/anální styk,vaginální styk – oční kontakt je důležitý
733,63,Žena,Jihomoravský,Morava,1 001 až 5 000 obyvatel,Vyučen/a,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
734,55,Muž,Pardubický,Čechy,5 001 až 20 000 obyvatel,Vyučen/a,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt není důležitý
735,54,Žena,Vysočina,Čechy,5 001 až 20 000 obyvatel,Vyučen/a,ano – spíše z vlastní iniciativy,orální sex – oční kontakt je důležitý
736,54,Muž,Středočeský,Čechy,5 001 až 20 000 obyvatel,Vyučen/a,ano – spíše z vlastní iniciativy,orální sex – oční kontakt není důležitý
737,32,Muž,Praha,Praha,Více než 100 000 obyvatel,VŠ,ano – spíše z vlastní iniciativy,orální sex – oční kontakt není důležitý
738,25,Muž,Liberecký,Čechy,Více než 100 000 obyvatel,Vyučen/a,ne – neměl/a jsem vaginální/anální styk,orální sex – oční kontakt je důležitý
739,55,Žena,Liberecký,Čechy,20 001 až 100 000 obyvatel,Vyučen/a,ano – spíše z iniciativy partnera,vaginální styk – oční kontakt není důležitý
740,59,Muž,Praha,Praha,Více než 100 000 obyvatel,SŠ,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
741,63,Muž,Středočeský,Čechy,5 001 až 20 000 obyvatel,SŠ,ano – stejně z mé vlastní i partnerovy iniciativy,orální sex – oční kontakt je důležitý
742,24,Žena,Liberecký,Čechy,20 001 až 100 000 obyvatel,Vyučen/a,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt není důležitý
743,60,Žena,Středočeský,Čechy,1 001 až 5 000 obyvatel,SŠ,ne – neměl/a jsem vaginální/anální styk,vaginální styk – oční kontakt není důležitý
744,46,Muž,Olomoucký,Morava,20 001 až 100 000 obyvatel,SŠ,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt není důležitý
745,55,Muž,Jihomoravský,Morava,1 001 až 5 000 obyvatel,Vyučen/a,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
746,58,Muž,Ústecký,Čechy,20 001 až 100 000 obyvatel,Vyučen/a,ano – stejně z mé vlastní i partnerovy iniciativy,orální sex – oční kontakt není důležitý
747,33,Žena,Jihomoravský,Morava,Do 1000 obyvatel,SŠ,ne – neměl/a jsem vaginální/anální styk,vaginální styk – oční kontakt není důležitý
748,41,Muž,Praha,Praha,Více než 100 000 obyvatel,Vyučen/a,ano – spíše z iniciativy partnera,orální sex – oční kontakt není důležitý
749,46,Muž,Olomoucký,Morava,Do 1000 obyvatel,Vyučen/a,ano – spíše z vlastní iniciativy,vaginální styk – oční kontakt je důležitý
750,62,Muž,Královehradecký,Čechy,20 001 až 100 000 obyvatel,Vyučen/a,ano – spíše z vlastní iniciativy,vaginální styk – oční kontakt je důležitý
751,43,Muž,Plzeňský,Čechy,Více než 100 000 obyvatel,Vyučen/a,ano – stejně z mé vlastní i partnerovy iniciativy,jinou
752,62,Žena,Ústecký,Čechy,5 001 až 20 000 obyvatel,Vyučen/a,ne – přestože jsem měl/a vaginální/anální styk,vaginální styk – oční kontakt je důležitý
753,57,Muž,Jihomoravský,Morava,Do 1000 obyvatel,SŠ,ano – spíše z vlastní iniciativy,orální sex – oční kontakt není důležitý
754,50,Muž,Ústecký,Čechy,Do 1000 obyvatel,SŠ,ano – spíše z vlastní iniciativy,vaginální styk – oční kontakt je důležitý
755,55,Žena,Jihočeský,Čechy,Do 1000 obyvatel,SŠ,nevím nebo si nevzpomínám,jinou
756,55,Muž,Jihočeský,Čechy,20 001 až 100 000 obyvatel,SŠ,ano – stejně z mé vlastní i partnerovy iniciativy,orální sex – oční kontakt je důležitý
757,58,Muž,Moravskoslezský,Morava,1 001 až 5 000 obyvatel,Vyučen/a,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
758,44,Žena,Moravskoslezský,Morava,1 001 až 5 000 obyvatel,SŠ,ano – stejně z mé vlastní i partnerovy iniciativy,orální sex – oční kontakt je důležitý
759,55,Muž,Pardubický,Čechy,5 001 až 20 000 obyvatel,VŠ,ne – neměl/a jsem vaginální/anální styk,orální sex – oční kontakt je důležitý
760,65,Žena,Jihomoravský,Morava,Do 1000 obyvatel,Vyučen/a,ano – spíše z iniciativy partnera,vaginální styk – oční kontakt je důležitý
761,44,Muž,Olomoucký,Morava,Do 1000 obyvatel,Vyučen/a,ne – přestože jsem měl/a vaginální/anální styk,vaginální styk – oční kontakt není důležitý
762,45,Muž,Moravskoslezský,Morava,5 001 až 20 000 obyvatel,Vyučen/a,ano – spíše z vlastní iniciativy,orální sex – oční kontakt je důležitý
763,58,Muž,Jihomoravský,Morava,1 001 až 5 000 obyvatel,Vyučen/a,nevím nebo si nevzpomínám,jinou
764,44,Žena,Plzeňský,Čechy,1 001 až 5 000 obyvatel,SŠ,nevím nebo si nevzpomínám,vaginální styk – oční kontakt je důležitý
765,36,Žena,Jihočeský,Čechy,5 001 až 20 000 obyvatel,SŠ,ano – spíše z vlastní iniciativy,vaginální styk – oční kontakt není důležitý
766,34,Muž,Praha,Praha,Více než 100 000 obyvatel,SŠ,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt není důležitý
767,30,Muž,Karlovarský,Čechy,20 001 až 100 000 obyvatel,SŠ,ano – spíše z vlastní iniciativy,vaginální styk – oční kontakt je důležitý
768,58,Muž,Praha,Praha,Více než 100 000 obyvatel,SŠ,ano – spíše z vlastní iniciativy,vaginální styk – oční kontakt není důležitý
769,30,Muž,Olomoucký,Morava,5 001 až 20 000 obyvatel,SŠ,ano – spíše z vlastní iniciativy,vaginální styk – oční kontakt je důležitý
770,47,Žena,Středočeský,Čechy,1 001 až 5 000 obyvatel,SŠ,ne – přestože jsem měl/a vaginální/anální styk,anální styk – oční kontakt je důležitý
771,61,Muž,Jihočeský,Čechy,5 001 až 20 000 obyvatel,SŠ,ano – stejně z mé vlastní i partnerovy iniciativy,orální sex – oční kontakt je důležitý
772,42,Žena,Praha,Praha,Více než 100 000 obyvatel,SŠ,ano – stejně z mé vlastní i partnerovy iniciativy,orální sex – oční kontakt není důležitý
773,51,Žena,Praha,Praha,Více než 100 000 obyvatel,Vyučen/a,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt není důležitý
774,47,Žena,Liberecký,Čechy,Do 1000 obyvatel,Vyučen/a,ne – neměl/a jsem vaginální/anální styk,vaginální styk – oční kontakt není důležitý
775,65,Žena,Královehradecký,Čechy,20 001 až 100 000 obyvatel,Vyučen/a,ne – neměl/a jsem vaginální/anální styk,vaginální styk – oční kontakt není důležitý
776,51,Žena,Zlínský,Morava,Do 1000 obyvatel,Vyučen/a,ne – neměl/a jsem vaginální/anální styk,vaginální styk – oční kontakt není důležitý
777,62,Žena,Plzeňský,Čechy,Více než 100 000 obyvatel,SŠ,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
778,41,Žena,Pardubický,Čechy,1 001 až 5 000 obyvatel,SŠ,ano – spíše z vlastní iniciativy,vaginální styk – oční kontakt je důležitý
779,54,Muž,Ústecký,Čechy,5 001 až 20 000 obyvatel,ZŠ,ne – neměl/a jsem vaginální/anální styk,vaginální styk – oční kontakt je důležitý
780,62,Žena,Jihomoravský,Morava,5 001 až 20 000 obyvatel,VŠ,nevím nebo si nevzpomínám,vaginální styk – oční kontakt není důležitý
781,29,Muž,Středočeský,Čechy,Do 1000 obyvatel,VŠ,ne – přestože jsem měl/a vaginální/anální styk,vaginální styk – oční kontakt je důležitý
782,49,Žena,Olomoucký,Morava,Více než 100 000 obyvatel,Vyučen/a,ne – neměl/a jsem vaginální/anální styk,vaginální styk – oční kontakt není důležitý
783,55,Muž,Zlínský,Morava,5 001 až 20 000 obyvatel,ZŠ,ne – neměl/a jsem vaginální/anální styk,anální styk – oční kontakt je důležitý
784,48,Muž,Zlínský,Morava,1 001 až 5 000 obyvatel,SŠ,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt není důležitý
785,36,Muž,Středočeský,Čechy,5 001 až 20 000 obyvatel,VŠ,ano – spíše z vlastní iniciativy,vaginální styk – oční kontakt není důležitý
786,30,Žena,Jihočeský,Čechy,5 001 až 20 000 obyvatel,VŠ,ano – spíše z iniciativy partnera,vaginální styk – oční kontakt není důležitý
787,48,Muž,Jihomoravský,Morava,1 001 až 5 000 obyvatel,Vyučen/a,ano – spíše z vlastní iniciativy,vaginální styk – oční kontakt není důležitý
788,50,Muž,Středočeský,Čechy,Do 1000 obyvatel,SŠ,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt není důležitý
789,58,Muž,Plzeňský,Čechy,1 001 až 5 000 obyvatel,SŠ,ano – spíše z vlastní iniciativy,vaginální styk – oční kontakt není důležitý
790,23,Žena,Středočeský,Čechy,1 001 až 5 000 obyvatel,VŠ,nevím nebo si nevzpomínám,vaginální styk – oční kontakt je důležitý
791,27,Muž,Praha,Praha,Více než 100 000 obyvatel,VŠ,ano – spíše z vlastní iniciativy,orální sex – oční kontakt je důležitý
792,29,Muž,Středočeský,Čechy,Do 1000 obyvatel,SŠ,ano – spíše z vlastní iniciativy,vaginální styk – oční kontakt je důležitý
793,52,Žena,Pardubický,Čechy,5 001 až 20 000 obyvatel,Vyučen/a,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
794,36,Muž,Jihomoravský,Morava,1 001 až 5 000 obyvatel,Vyučen/a,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
795,64,Muž,Ústecký,Čechy,5 001 až 20 000 obyvatel,SŠ,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
796,34,Muž,Zlínský,Morava,20 001 až 100 000 obyvatel,VŠ,ne – neměl/a jsem vaginální/anální styk,vaginální styk – oční kontakt je důležitý
797,63,Muž,Praha,Praha,Více než 100 000 obyvatel,SŠ,ano – spíše z vlastní iniciativy,vaginální styk – oční kontakt je důležitý
798,63,Muž,Praha,Praha,Více než 100 000 obyvatel,ZŠ,ano – stejně z mé vlastní i partnerovy iniciativy,orální sex – oční kontakt není důležitý
799,51,Žena,Středočeský,Čechy,5 001 až 20 000 obyvatel,SŠ,ano – spíše z iniciativy partnera,vaginální styk – oční kontakt je důležitý
800,63,Žena,Středočeský,Čechy,5 001 až 20 000 obyvatel,Vyučen/a,ne – přestože jsem měl/a vaginální/anální styk,vaginální styk – oční kontakt není důležitý
801,48,Žena,Pardubický,Čechy,1 001 až 5 000 obyvatel,Vyučen/a,ne – neměl/a jsem vaginální/anální styk,vaginální styk – oční kontakt je důležitý
802,49,Muž,Moravskoslezský,Morava,1 001 až 5 000 obyvatel,Vyučen/a,ano – stejně z mé vlastní i partnerovy iniciativy,jinou
803,52,Žena,Praha,Praha,Více než 100 000 obyvatel,VŠ,ano – spíše z vlastní iniciativy,vaginální styk – oční kontakt je důležitý
804,53,Žena,Zlínský,Morava,Do 1000 obyvatel,SŠ,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
805,64,Muž,Vysočina,Čechy,20 001 až 100 000 obyvatel,SŠ,ne – neměl/a jsem vaginální/anální styk,vaginální styk – oční kontakt je důležitý
806,60,Muž,Jihomoravský,Morava,Do 1000 obyvatel,Vyučen/a,ano – stejně z mé vlastní i partnerovy iniciativy,orální sex – oční kontakt je důležitý
807,40,Muž,Moravskoslezský,Morava,5 001 až 20 000 obyvatel,VŠ,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
808,36,Muž,Zlínský,Morava,20 001 až 100 000 obyvatel,ZŠ,ano – spíše z vlastní iniciativy,orální sex – oční kontakt je důležitý
809,64,Žena,Praha,Praha,Více než 100 000 obyvatel,Vyučen/a,ne – přestože jsem měl/a vaginální/anální styk,vaginální styk – oční kontakt není důležitý
810,58,Žena,Moravskoslezský,Morava,Více než 100 000 obyvatel,Vyučen/a,ano – spíše z vlastní iniciativy,orální sex – oční kontakt je důležitý
811,44,Muž,Liberecký,Čechy,1 001 až 5 000 obyvatel,ZŠ,ano – spíše z vlastní iniciativy,vaginální styk – oční kontakt není důležitý
812,18,Žena,Moravskoslezský,Morava,20 001 až 100 000 obyvatel,ZŠ,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt není důležitý
813,60,Muž,Praha,Praha,Více než 100 000 obyvatel,SŠ,ne – přestože jsem měl/a vaginální/anální styk,vaginální styk – oční kontakt je důležitý
814,38,Žena,Středočeský,Čechy,1 001 až 5 000 obyvatel,Vyučen/a,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
815,57,Muž,Královehradecký,Čechy,1 001 až 5 000 obyvatel,SŠ,ne – přestože jsem měl/a vaginální/anální styk,vaginální styk – oční kontakt není důležitý
816,29,Žena,Moravskoslezský,Morava,20 001 až 100 000 obyvatel,SŠ,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
817,32,Žena,Praha,Praha,Více než 100 000 obyvatel,VŠ,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt není důležitý
818,23,Muž,Pardubický,Čechy,Do 1000 obyvatel,SŠ,ne – přestože jsem měl/a vaginální/anální styk,vaginální styk – oční kontakt je důležitý
819,59,Žena,Jihočeský,Čechy,20 001 až 100 000 obyvatel,ZŠ,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt není důležitý
820,55,Žena,Ústecký,Čechy,5 001 až 20 000 obyvatel,Vyučen/a,ano – spíše z iniciativy partnera,vaginální styk – oční kontakt je důležitý
821,40,Muž,Jihočeský,Čechy,1 001 až 5 000 obyvatel,Vyučen/a,nevím nebo si nevzpomínám,vaginální styk – oční kontakt není důležitý
822,50,Muž,Olomoucký,Morava,1 001 až 5 000 obyvatel,Vyučen/a,ano – spíše z vlastní iniciativy,vaginální styk – oční kontakt je důležitý
823,58,Žena,Plzeňský,Čechy,1 001 až 5 000 obyvatel,SŠ,nevím nebo si nevzpomínám,vaginální styk – oční kontakt je důležitý
824,51,Muž,Ústecký,Čechy,Do 1000 obyvatel,VŠ,ano – spíše z vlastní iniciativy,vaginální styk – oční kontakt je důležitý
825,39,Muž,Liberecký,Čechy,1 001 až 5 000 obyvatel,SŠ,ne – neměl/a jsem vaginální/anální styk,vaginální styk – oční kontakt není důležitý
826,45,Žena,Moravskoslezský,Morava,1 001 až 5 000 obyvatel,Vyučen/a,ne – přestože jsem měl/a vaginální/anální styk,vaginální styk – oční kontakt není důležitý
827,46,Žena,Plzeňský,Čechy,1 001 až 5 000 obyvatel,Vyučen/a,ne – neměl/a jsem vaginální/anální styk,anální styk – oční kontakt je důležitý
828,39,Žena,Jihomoravský,Morava,Více než 100 000 obyvatel,ZŠ,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
829,52,Žena,Praha,Praha,Více než 100 000 obyvatel,SŠ,ano – spíše z iniciativy partnera,vaginální styk – oční kontakt je důležitý
830,19,Muž,Olomoucký,Morava,Více než 100 000 obyvatel,ZŠ,ano – spíše z iniciativy partnera,vaginální styk – oční kontakt je důležitý
831,62,Muž,Jihočeský,Čechy,Do 1000 obyvatel,VŠ,ne – neměl/a jsem vaginální/anální styk,jinou
832,53,Muž,Ústecký,Čechy,5 001 až 20 000 obyvatel,Vyučen/a,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt není důležitý
833,44,Muž,Moravskoslezský,Morava,1 001 až 5 000 obyvatel,Vyučen/a,ano – spíše z vlastní iniciativy,orální sex – oční kontakt není důležitý
834,62,Žena,Jihomoravský,Morava,Více než 100 000 obyvatel,Vyučen/a,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
835,35,Žena,Zlínský,Morava,1 001 až 5 000 obyvatel,VŠ,ano – spíše z iniciativy partnera,vaginální styk – oční kontakt není důležitý
836,25,Žena,Jihomoravský,Morava,20 001 až 100 000 obyvatel,ZŠ,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
837,27,Muž,Plzeňský,Čechy,1 001 až 5 000 obyvatel,Vyučen/a,ano – spíše z iniciativy partnera,vaginální styk – oční kontakt je důležitý
838,64,Žena,Moravskoslezský,Morava,20 001 až 100 000 obyvatel,ZŠ,ano – stejně z mé vlastní i partnerovy iniciativy,orální sex – oční kontakt není důležitý
839,53,Žena,Ústecký,Čechy,20 001 až 100 000 obyvatel,SŠ,ne – přestože jsem měl/a vaginální/anální styk,vaginální styk – oční kontakt není důležitý
840,33,Žena,Ústecký,Čechy,20 001 až 100 000 obyvatel,VŠ,nevím nebo si nevzpomínám,vaginální styk – oční kontakt není důležitý
841,46,Muž,Olomoucký,Morava,1 001 až 5 000 obyvatel,SŠ,ano – spíše z vlastní iniciativy,vaginální styk – oční kontakt je důležitý
842,32,Žena,Jihočeský,Čechy,1 001 až 5 000 obyvatel,VŠ,nevím nebo si nevzpomínám,vaginální styk – oční kontakt je důležitý
843,41,Žena,Praha,Praha,Více než 100 000 obyvatel,SŠ,ne – neměl/a jsem vaginální/anální styk,jinou
844,45,Muž,Jihočeský,Čechy,5 001 až 20 000 obyvatel,Vyučen/a,ne – neměl/a jsem vaginální/anální styk,orální sex – oční kontakt není důležitý
845,20,Žena,Olomoucký,Morava,20 001 až 100 000 obyvatel,SŠ,ano – spíše z vlastní iniciativy,vaginální styk – oční kontakt je důležitý
846,33,Žena,Královehradecký,Čechy,20 001 až 100 000 obyvatel,SŠ,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
847,34,Muž,Moravskoslezský,Morava,5 001 až 20 000 obyvatel,Vyučen/a,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
848,57,Žena,Praha,Praha,Více než 100 000 obyvatel,VŠ,ne – přestože jsem měl/a vaginální/anální styk,vaginální styk – oční kontakt je důležitý
849,43,Žena,Královehradecký,Čechy,Do 1000 obyvatel,ZŠ,ne – přestože jsem měl/a vaginální/anální styk,vaginální styk – oční kontakt není důležitý
850,57,Muž,Jihomoravský,Morava,Více než 100 000 obyvatel,Vyučen/a,ano – spíše z iniciativy partnera,vaginální styk – oční kontakt je důležitý
851,54,Žena,Zlínský,Morava,5 001 až 20 000 obyvatel,Vyučen/a,ano – stejně z mé vlastní i partnerovy iniciativy,orální sex – oční kontakt není důležitý
852,36,Muž,Praha,Praha,Více než 100 000 obyvatel,SŠ,ano – spíše z vlastní iniciativy,orální sex – oční kontakt je důležitý
853,42,Muž,Vysočina,Čechy,20 001 až 100 000 obyvatel,SŠ,ano – spíše z vlastní iniciativy,vaginální styk – oční kontakt je důležitý
854,34,Muž,Plzeňský,Čechy,1 001 až 5 000 obyvatel,SŠ,ano – spíše z vlastní iniciativy,anální styk – oční kontakt je důležitý
855,57,Žena,Ústecký,Čechy,Do 1000 obyvatel,SŠ,ano – spíše z vlastní iniciativy,vaginální styk – oční kontakt není důležitý
856,48,Muž,Praha,Praha,Více než 100 000 obyvatel,SŠ,ano – spíše z iniciativy partnera,vaginální styk – oční kontakt je důležitý
857,56,Žena,Jihomoravský,Morava,20 001 až 100 000 obyvatel,SŠ,ano – spíše z vlastní iniciativy,vaginální styk – oční kontakt je důležitý
858,38,Muž,Ústecký,Čechy,20 001 až 100 000 obyvatel,SŠ,ne – neměl/a jsem vaginální/anální styk,vaginální styk – oční kontakt je důležitý
859,26,Žena,Zlínský,Morava,20 001 až 100 000 obyvatel,VŠ,ano – stejně z mé vlastní i partnerovy iniciativy,orální sex – oční kontakt není důležitý
860,61,Muž,Vysočina,Čechy,Do 1000 obyvatel,SŠ,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt není důležitý
861,57,Žena,Olomoucký,Morava,1 001 až 5 000 obyvatel,SŠ,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
862,37,Muž,Moravskoslezský,Morava,Více než 100 000 obyvatel,ZŠ,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
863,32,Žena,Středočeský,Čechy,Do 1000 obyvatel,SŠ,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
864,29,Žena,Moravskoslezský,Morava,1 001 až 5 000 obyvatel,SŠ,ne – neměl/a jsem vaginální/anální styk,vaginální styk – oční kontakt je důležitý
865,45,Muž,Moravskoslezský,Morava,20 001 až 100 000 obyvatel,SŠ,ne – neměl/a jsem vaginální/anální styk,vaginální styk – oční kontakt není důležitý
866,50,Žena,Olomoucký,Morava,5 001 až 20 000 obyvatel,Vyučen/a,ano – spíše z iniciativy partnera,vaginální styk – oční kontakt je důležitý
867,21,Žena,Ústecký,Čechy,20 001 až 100 000 obyvatel,SŠ,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt není důležitý
868,41,Žena,Jihočeský,Čechy,20 001 až 100 000 obyvatel,VŠ,ano – spíše z iniciativy partnera,vaginální styk – oční kontakt je důležitý
869,30,Muž,Jihomoravský,Morava,Do 1000 obyvatel,Vyučen/a,ano – spíše z iniciativy partnera,orální sex – oční kontakt je důležitý
870,39,Muž,Vysočina,Čechy,20 001 až 100 000 obyvatel,Vyučen/a,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
871,35,Žena,Ústecký,Čechy,20 001 až 100 000 obyvatel,Vyučen/a,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
872,36,Žena,Jihomoravský,Morava,Do 1000 obyvatel,Vyučen/a,ano – spíše z iniciativy partnera,vaginální styk – oční kontakt není důležitý
873,47,Muž,Vysočina,Čechy,1 001 až 5 000 obyvatel,Vyučen/a,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
874,60,Muž,Liberecký,Čechy,Více než 100 000 obyvatel,SŠ,ne – přestože jsem měl/a vaginální/anální styk,vaginální styk – oční kontakt je důležitý
875,52,Muž,Olomoucký,Morava,1 001 až 5 000 obyvatel,Vyučen/a,ano – spíše z iniciativy partnera,orální sex – oční kontakt není důležitý
876,37,Žena,Moravskoslezský,Morava,Více než 100 000 obyvatel,Vyučen/a,ano – stejně z mé vlastní i partnerovy iniciativy,orální sex – oční kontakt je důležitý
877,26,Muž,Plzeňský,Čechy,Do 1000 obyvatel,Vyučen/a,ano – spíše z vlastní iniciativy,vaginální styk – oční kontakt není důležitý
