Form ID,Age,Sex,Admin region,Historical region,Resident population,Education,Do you engage in oral sex?,Kind of sex and eye contact
890,56,Female,Zlin,Moravia,1 001 to 5 000,Secondary,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
891,53,Male,Pardubice,Bohemia,1 001 to 5 000,Apprenticeship,Yes – because we both equally wanted to,Oral sex – eye contact is not important
892,52,Male,Moravian-Silesian,Moravia,20 001 to 100 000,University,No – although I had a vaginal/anal sex,Vaginal sex – eye contact is not important
893,19,Female,Plzen,Bohemia,Up to 1 000,Elementary,No – and I had no vaginal/anal sex,Other
894,40,Female,Olomouc,Moravia,1 001 to 5 000,Apprenticeship,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
895,53,Female,Prague,Prague,100 001 and above,Secondary,No – and I had no vaginal/anal sex,Vaginal sex – eye contact is not important
896,38,Male,Prague,Prague,100 001 and above,Secondary,No – although I had a vaginal/anal sex,Vaginal sex – eye contact is important
897,56,Female,Prague,Prague,100 001 and above,Apprenticeship,Yes – mostly because my partner initiated it,Vaginal sex – eye contact is not important
898,33,Male,Central Bohemian,Bohemia,5 001 to 20 000,Secondary,I don’t know/remember,Oral sex – eye contact is important
899,55,Male,Central Bohemian,Bohemia,1 001 to 5 000,Apprenticeship,Yes – mostly because my partner initiated it,Oral sex – eye contact is important
900,51,Male,Usti nad Labem,Bohemia,1 001 to 5 000,Secondary,Yes – mostly because I initiated it,Oral sex – eye contact is important
901,19,Male,Hradec Kralove,Bohemia,5 001 to 20 000,Elementary,Yes – because we both equally wanted to,Anal sex – eye contact is important
902,64,Female,Liberec,Bohemia,100 001 and above,Secondary,Yes – mostly because I initiated it,Oral sex – eye contact is important
903,51,Male,Pardubice,Bohemia,20 001 to 100 000,Elementary,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
904,39,Male,South Moravian,Moravia,1 001 to 5 000,Secondary,Yes – mostly because I initiated it,Vaginal sex – eye contact is not important
905,25,Male,Central Bohemian,Bohemia,20 001 to 100 000,Secondary,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
906,37,Female,Plzen,Bohemia,20 001 to 100 000,Secondary,Yes – because we both equally wanted to,Vaginal sex – eye contact is not important
907,57,Male,Prague,Prague,100 001 and above,University,No – and I had no vaginal/anal sex,Other
908,61,Male,Moravian-Silesian,Moravia,20 001 to 100 000,Apprenticeship,Yes – mostly because I initiated it,Oral sex – eye contact is important
909,27,Male,Plzen,Bohemia,1 001 to 5 000,Elementary,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
910,24,Male,Prague,Prague,100 001 and above,Secondary,Yes – mostly because I initiated it,Vaginal sex – eye contact is important
911,46,Male,Central Bohemian,Bohemia,20 001 to 100 000,University,Yes – because we both equally wanted to,Vaginal sex – eye contact is not important
912,23,Male,Prague,Prague,100 001 and above,University,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
913,60,Male,Plzen,Bohemia,5 001 to 20 000,Secondary,No – although I had a vaginal/anal sex,Vaginal sex – eye contact is important
914,39,Male,Usti nad Labem,Bohemia,Up to 1 000,Apprenticeship,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
915,18,Male,Central Bohemian,Bohemia,1 001 to 5 000,Elementary,No – and I had no vaginal/anal sex,Oral sex – eye contact is important
916,57,Female,Prague,Prague,100 001 and above,Secondary,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
917,58,Male,Prague,Prague,100 001 and above,Secondary,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
918,47,Female,Prague,Prague,100 001 and above,Elementary,No – although I had a vaginal/anal sex,Vaginal sex – eye contact is not important
919,55,Female,Moravian-Silesian,Moravia,20 001 to 100 000,University,No – and I had no vaginal/anal sex,Vaginal sex – eye contact is not important
920,49,Male,Prague,Prague,100 001 and above,Secondary,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
921,22,Male,Moravian-Silesian,Moravia,Up to 1 000,Secondary,Yes – mostly because I initiated it,Vaginal sex – eye contact is important
922,57,Male,South Moravian,Moravia,100 001 and above,Apprenticeship,Yes – because we both equally wanted to,Oral sex – eye contact is not important
923,57,Male,Usti nad Labem,Bohemia,20 001 to 100 000,Apprenticeship,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
924,34,Male,Central Bohemian,Bohemia,5 001 to 20 000,University,Yes – mostly because I initiated it,Vaginal sex – eye contact is not important
925,65,Male,Olomouc,Moravia,1 001 to 5 000,Secondary,Yes – mostly because I initiated it,Oral sex – eye contact is not important
926,58,Male,Liberec,Bohemia,Up to 1 000,Apprenticeship,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
927,18,Female,Pardubice,Bohemia,Up to 1 000,Elementary,Yes – mostly because my partner initiated it,Vaginal sex – eye contact is not important
928,46,Female,Olomouc,Moravia,1 001 to 5 000,University,Yes – mostly because my partner initiated it,Vaginal sex – eye contact is not important
929,49,Male,Moravian-Silesian,Moravia,100 001 and above,Apprenticeship,Yes – mostly because I initiated it,Oral sex – eye contact is important
930,55,Female,South Bohemian,Bohemia,5 001 to 20 000,Secondary,Yes – because we both equally wanted to,Oral sex – eye contact is important
931,50,Female,Liberec,Bohemia,Up to 1 000,Apprenticeship,Yes – because we both equally wanted to,Vaginal sex – eye contact is not important
932,28,Male,South Bohemian,Bohemia,Up to 1 000,Apprenticeship,Yes – mostly because I initiated it,Oral sex – eye contact is important
933,58,Male,Pardubice,Bohemia,20 001 to 100 000,Secondary,Yes – because we both equally wanted to,Vaginal sex – eye contact is not important
934,40,Male,Karlovy Vary,Bohemia,20 001 to 100 000,Apprenticeship,Yes – mostly because my partner initiated it,Vaginal sex – eye contact is important
935,62,Female,South Moravian,Moravia,100 001 and above,Secondary,No – although I had a vaginal/anal sex,Vaginal sex – eye contact is not important
936,26,Male,Moravian-Silesian,Moravia,100 001 and above,Secondary,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
937,22,Male,South Bohemian,Bohemia,5 001 to 20 000,Elementary,No – and I had no vaginal/anal sex,Other
938,45,Female,Plzen,Bohemia,100 001 and above,Apprenticeship,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
939,39,Female,Prague,Prague,100 001 and above,University,Yes – mostly because I initiated it,Oral sex – eye contact is not important
940,27,Male,Moravian-Silesian,Moravia,5 001 to 20 000,University,I don’t know/remember,Vaginal sex – eye contact is not important
941,35,Female,Zlin,Moravia,Up to 1 000,Secondary,No – although I had a vaginal/anal sex,Vaginal sex – eye contact is important
942,31,Male,Prague,Prague,100 001 and above,Apprenticeship,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
943,30,Female,South Moravian,Moravia,1 001 to 5 000,University,Yes – mostly because my partner initiated it,Vaginal sex – eye contact is important
944,24,Female,Olomouc,Moravia,Up to 1 000,Secondary,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
945,41,Male,South Moravian,Moravia,5 001 to 20 000,Secondary,Yes – because we both equally wanted to,Vaginal sex – eye contact is not important
946,48,Male,Zlin,Moravia,Up to 1 000,Secondary,Yes – mostly because my partner initiated it,Vaginal sex – eye contact is important
947,38,Female,Prague,Prague,100 001 and above,Secondary,No – and I had no vaginal/anal sex,Vaginal sex – eye contact is important
948,39,Female,Prague,Prague,100 001 and above,University,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
949,42,Female,Karlovy Vary,Bohemia,1 001 to 5 000,Apprenticeship,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
950,31,Female,Hradec Kralove,Bohemia,1 001 to 5 000,Apprenticeship,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
951,36,Female,Plzen,Bohemia,1 001 to 5 000,Secondary,Yes – mostly because my partner initiated it,Vaginal sex – eye contact is important
952,46,Male,South Moravian,Moravia,20 001 to 100 000,Secondary,Yes – mostly because I initiated it,Anal sex – eye contact is not important
953,63,Male,Central Bohemian,Bohemia,1 001 to 5 000,Apprenticeship,Yes – because we both equally wanted to,Oral sex – eye contact is important
954,39,Male,Central Bohemian,Bohemia,Up to 1 000,Secondary,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
955,48,Female,South Moravian,Moravia,Up to 1 000,Secondary,Yes – because we both equally wanted to,Oral sex – eye contact is not important
956,23,Male,Hradec Kralove,Bohemia,20 001 to 100 000,Secondary,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
957,63,Female,Karlovy Vary,Bohemia,5 001 to 20 000,Secondary,No – and I had no vaginal/anal sex,Vaginal sex – eye contact is not important
958,34,Female,Prague,Prague,100 001 and above,Secondary,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
959,29,Female,Prague,Prague,100 001 and above,Secondary,Yes – mostly because I initiated it,Vaginal sex – eye contact is not important
960,45,Female,Central Bohemian,Bohemia,Up to 1 000,Elementary,Yes – mostly because my partner initiated it,Vaginal sex – eye contact is important
961,35,Male,Central Bohemian,Bohemia,5 001 to 20 000,University,No – although I had a vaginal/anal sex,Vaginal sex – eye contact is important
962,38,Male,Prague,Prague,100 001 and above,University,Yes – mostly because my partner initiated it,Vaginal sex – eye contact is important
963,39,Female,Usti nad Labem,Bohemia,5 001 to 20 000,Secondary,No – and I had no vaginal/anal sex,Vaginal sex – eye contact is important
964,41,Female,Vysocina,Bohemia,Up to 1 000,Secondary,Yes – mostly because my partner initiated it,Vaginal sex – eye contact is not important
965,24,Male,Olomouc,Moravia,1 001 to 5 000,Elementary,I don’t know/remember,Other
966,58,Female,South Bohemian,Bohemia,Up to 1 000,University,No – and I had no vaginal/anal sex,Vaginal sex – eye contact is important
967,26,Female,Zlin,Moravia,1 001 to 5 000,Secondary,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
968,28,Female,Zlin,Moravia,5 001 to 20 000,Secondary,Yes – mostly because I initiated it,Vaginal sex – eye contact is important
969,37,Female,Pardubice,Bohemia,1 001 to 5 000,Secondary,No – although I had a vaginal/anal sex,Vaginal sex – eye contact is important
970,23,Male,Prague,Prague,100 001 and above,Secondary,Yes – mostly because I initiated it,Vaginal sex – eye contact is not important
971,25,Male,Usti nad Labem,Bohemia,Up to 1 000,Secondary,Yes – because we both equally wanted to,Oral sex – eye contact is important
972,44,Male,South Bohemian,Bohemia,20 001 to 100 000,University,I don’t know/remember,Anal sex – eye contact is not important
973,60,Female,South Moravian,Moravia,100 001 and above,Apprenticeship,Yes – mostly because my partner initiated it,Vaginal sex – eye contact is not important
974,20,Female,Karlovy Vary,Bohemia,1 001 to 5 000,Elementary,Yes – because we both equally wanted to,Vaginal sex – eye contact is not important
975,32,Male,Prague,Prague,100 001 and above,Apprenticeship,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
976,52,Male,Pardubice,Bohemia,5 001 to 20 000,Apprenticeship,Yes – mostly because I initiated it,Vaginal sex – eye contact is not important
977,38,Male,Prague,Prague,100 001 and above,Apprenticeship,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
978,46,Male,Zlin,Moravia,20 001 to 100 000,Apprenticeship,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
979,45,Male,Zlin,Moravia,20 001 to 100 000,Apprenticeship,No – and I had no vaginal/anal sex,Vaginal sex – eye contact is important
980,33,Female,South Bohemian,Bohemia,20 001 to 100 000,Apprenticeship,Yes – because we both equally wanted to,Vaginal sex – eye contact is not important
981,61,Male,Hradec Kralove,Bohemia,20 001 to 100 000,Secondary,Yes – mostly because I initiated it,Oral sex – eye contact is important
982,27,Female,South Bohemian,Bohemia,Up to 1 000,Elementary,No – and I had no vaginal/anal sex,Vaginal sex – eye contact is not important
983,54,Male,South Moravian,Moravia,1 001 to 5 000,Apprenticeship,Yes – mostly because I initiated it,Vaginal sex – eye contact is important
984,20,Male,South Bohemian,Bohemia,1 001 to 5 000,Elementary,Yes – mostly because my partner initiated it,Oral sex – eye contact is not important
985,43,Female,Pardubice,Bohemia,Up to 1 000,Secondary,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
986,38,Female,South Moravian,Moravia,100 001 and above,University,Yes – because we both equally wanted to,Vaginal sex – eye contact is not important
987,52,Male,Hradec Kralove,Bohemia,5 001 to 20 000,Secondary,Yes – mostly because I initiated it,Vaginal sex – eye contact is important
988,32,Female,Usti nad Labem,Bohemia,5 001 to 20 000,University,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
989,63,Male,Usti nad Labem,Bohemia,5 001 to 20 000,Apprenticeship,Yes – mostly because I initiated it,Vaginal sex – eye contact is important
990,25,Male,Usti nad Labem,Bohemia,20 001 to 100 000,Secondary,Yes – because we both equally wanted to,Vaginal sex – eye contact is not important
991,50,Male,Central Bohemian,Bohemia,1 001 to 5 000,Secondary,Yes – because we both equally wanted to,Vaginal sex – eye contact is not important
992,51,Female,Olomouc,Moravia,100 001 and above,Apprenticeship,Yes – because we both equally wanted to,Vaginal sex – eye contact is not important
993,60,Female,South Moravian,Moravia,100 001 and above,Apprenticeship,Yes – mostly because my partner initiated it,Vaginal sex – eye contact is not important
994,46,Female,South Moravian,Moravia,100 001 and above,University,Yes – mostly because my partner initiated it,Vaginal sex – eye contact is important
995,20,Male,South Bohemian,Bohemia,1 001 to 5 000,Secondary,Yes – mostly because I initiated it,Vaginal sex – eye contact is important
996,63,Female,Plzen,Bohemia,1 001 to 5 000,Secondary,No – and I had no vaginal/anal sex,Vaginal sex – eye contact is important
997,57,Male,Plzen,Bohemia,1 001 to 5 000,Secondary,No – and I had no vaginal/anal sex,Vaginal sex – eye contact is important
998,42,Male,South Moravian,Moravia,100 001 and above,Apprenticeship,No – and I had no vaginal/anal sex,Vaginal sex – eye contact is important
999,19,Female,Moravian-Silesian,Moravia,1 001 to 5 000,Elementary,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
1000,58,Male,Central Bohemian,Bohemia,Up to 1 000,Secondary,Yes – mostly because I initiated it,Vaginal sex – eye contact is important
1001,32,Female,Central Bohemian,Bohemia,Up to 1 000,Secondary,Yes – mostly because I initiated it,Oral sex – eye contact is important
1002,30,Female,Central Bohemian,Bohemia,1 001 to 5 000,Secondary,Yes – because we both equally wanted to,Vaginal sex – eye contact is not important
1003,33,Female,Prague,Prague,100 001 and above,Elementary,Yes – mostly because my partner initiated it,Oral sex – eye contact is important
1004,26,Female,Moravian-Silesian,Moravia,20 001 to 100 000,Elementary,Yes – mostly because my partner initiated it,Vaginal sex – eye contact is important
1005,26,Male,Moravian-Silesian,Moravia,100 001 and above,University,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
1006,64,Male,Liberec,Bohemia,5 001 to 20 000,Apprenticeship,No – although I had a vaginal/anal sex,Vaginal sex – eye contact is not important
1007,37,Male,Olomouc,Moravia,100 001 and above,University,Yes – mostly because I initiated it,Vaginal sex – eye contact is important
1008,59,Female,Olomouc,Moravia,1 001 to 5 000,Secondary,No – although I had a vaginal/anal sex,Vaginal sex – eye contact is not important
1009,21,Male,Hradec Kralove,Bohemia,Up to 1 000,Apprenticeship,Yes – because we both equally wanted to,Vaginal sex – eye contact is not important
1010,61,Female,Olomouc,Moravia,100 001 and above,Secondary,I don’t know/remember,Oral sex – eye contact is not important
1011,45,Male,Karlovy Vary,Bohemia,20 001 to 100 000,Apprenticeship,Yes – mostly because I initiated it,Vaginal sex – eye contact is important
1012,29,Female,Plzen,Bohemia,100 001 and above,Apprenticeship,I don’t know/remember,Other
1013,49,Female,Moravian-Silesian,Moravia,20 001 to 100 000,Apprenticeship,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
1014,32,Female,South Moravian,Moravia,1 001 to 5 000,Secondary,Yes – mostly because I initiated it,Vaginal sex – eye contact is not important
1015,41,Female,Olomouc,Moravia,5 001 to 20 000,Secondary,Yes – mostly because my partner initiated it,Vaginal sex – eye contact is important
1016,62,Female,Olomouc,Moravia,5 001 to 20 000,Elementary,No – and I had no vaginal/anal sex,Vaginal sex – eye contact is important
1017,48,Male,Vysocina,Bohemia,1 001 to 5 000,Apprenticeship,No – although I had a vaginal/anal sex,Vaginal sex – eye contact is not important
1018,20,Male,Liberec,Bohemia,20 001 to 100 000,Secondary,Yes – because we both equally wanted to,Vaginal sex – eye contact is not important
1019,62,Female,Usti nad Labem,Bohemia,5 001 to 20 000,Apprenticeship,No – although I had a vaginal/anal sex,Vaginal sex – eye contact is not important
1020,36,Female,Prague,Prague,100 001 and above,University,I don’t know/remember,Vaginal sex – eye contact is not important
1021,25,Male,Prague,Prague,100 001 and above,Apprenticeship,Yes – mostly because I initiated it,Oral sex – eye contact is important
1022,47,Female,Hradec Kralove,Bohemia,5 001 to 20 000,Apprenticeship,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
1023,63,Male,Pardubice,Bohemia,Up to 1 000,Apprenticeship,No – and I had no vaginal/anal sex,Vaginal sex – eye contact is important
1024,53,Female,South Bohemian,Bohemia,5 001 to 20 000,Apprenticeship,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
1025,27,Male,Central Bohemian,Bohemia,5 001 to 20 000,Secondary,Yes – mostly because I initiated it,Oral sex – eye contact is important
1026,30,Male,South Moravian,Moravia,100 001 and above,University,Yes – because we both equally wanted to,Oral sex – eye contact is important
1027,49,Male,Central Bohemian,Bohemia,Up to 1 000,Apprenticeship,Yes – because we both equally wanted to,Oral sex – eye contact is not important
1028,53,Female,Pardubice,Bohemia,5 001 to 20 000,Apprenticeship,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
1029,34,Female,Moravian-Silesian,Moravia,1 001 to 5 000,Secondary,No – although I had a vaginal/anal sex,Vaginal sex – eye contact is not important
1030,47,Female,Usti nad Labem,Bohemia,1 001 to 5 000,Apprenticeship,Yes – mostly because I initiated it,Vaginal sex – eye contact is important
1031,42,Male,Liberec,Bohemia,20 001 to 100 000,Secondary,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
1032,49,Male,Usti nad Labem,Bohemia,20 001 to 100 000,University,No – although I had a vaginal/anal sex,Vaginal sex – eye contact is important
1033,24,Female,Plzen,Bohemia,5 001 to 20 000,Secondary,Yes – mostly because I initiated it,Other
1034,27,Female,Central Bohemian,Bohemia,5 001 to 20 000,University,Yes – because we both equally wanted to,Oral sex – eye contact is important
1035,34,Male,Hradec Kralove,Bohemia,1 001 to 5 000,Secondary,Yes – mostly because I initiated it,Vaginal sex – eye contact is not important
1036,33,Female,Karlovy Vary,Bohemia,20 001 to 100 000,University,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
1037,64,Female,Usti nad Labem,Bohemia,20 001 to 100 000,Secondary,No – and I had no vaginal/anal sex,Vaginal sex – eye contact is not important
1038,43,Female,Prague,Prague,100 001 and above,Apprenticeship,No – although I had a vaginal/anal sex,Other
1039,49,Female,Hradec Kralove,Bohemia,5 001 to 20 000,Apprenticeship,No – and I had no vaginal/anal sex,Anal sex – eye contact is important
1040,56,Male,Moravian-Silesian,Moravia,20 001 to 100 000,Apprenticeship,Yes – because we both equally wanted to,Oral sex – eye contact is important
1041,54,Male,Olomouc,Moravia,1 001 to 5 000,Apprenticeship,Yes – because we both equally wanted to,Vaginal sex – eye contact is not important
1042,44,Male,Zlin,Moravia,1 001 to 5 000,University,Yes – mostly because I initiated it,Anal sex – eye contact is not important
1043,38,Male,Usti nad Labem,Bohemia,20 001 to 100 000,Elementary,Yes – mostly because my partner initiated it,Oral sex – eye contact is not important
1044,40,Female,Hradec Kralove,Bohemia,20 001 to 100 000,Apprenticeship,Yes – mostly because I initiated it,Anal sex – eye contact is not important
1045,46,Female,South Moravian,Moravia,1 001 to 5 000,Secondary,Yes – because we both equally wanted to,Oral sex – eye contact is important
1046,25,Female,Pardubice,Bohemia,Up to 1 000,Secondary,Yes – mostly because I initiated it,Vaginal sex – eye contact is important
1047,38,Male,Moravian-Silesian,Moravia,Up to 1 000,Apprenticeship,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
1048,43,Male,Central Bohemian,Bohemia,5 001 to 20 000,Elementary,Yes – because we both equally wanted to,Vaginal sex – eye contact is not important
1049,21,Female,South Bohemian,Bohemia,1 001 to 5 000,Secondary,Yes – because we both equally wanted to,Vaginal sex – eye contact is not important
1050,57,Male,Usti nad Labem,Bohemia,5 001 to 20 000,Secondary,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
1051,26,Female,Central Bohemian,Bohemia,Up to 1 000,Secondary,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
1052,45,Male,Central Bohemian,Bohemia,1 001 to 5 000,Secondary,Yes – mostly because I initiated it,Vaginal sex – eye contact is important
1053,23,Female,Central Bohemian,Bohemia,1 001 to 5 000,Secondary,Yes – mostly because my partner initiated it,Other
1054,39,Female,South Moravian,Moravia,5 001 to 20 000,Secondary,No – although I had a vaginal/anal sex,Vaginal sex – eye contact is not important
1055,35,Male,Central Bohemian,Bohemia,Up to 1 000,Apprenticeship,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
1056,47,Male,Moravian-Silesian,Moravia,20 001 to 100 000,Secondary,Yes – mostly because I initiated it,Oral sex – eye contact is important
1057,25,Male,Usti nad Labem,Bohemia,Up to 1 000,Elementary,Yes – mostly because I initiated it,Vaginal sex – eye contact is important
1058,21,Female,Central Bohemian,Bohemia,20 001 to 100 000,Secondary,Yes – mostly because I initiated it,Vaginal sex – eye contact is important
1059,27,Female,Central Bohemian,Bohemia,20 001 to 100 000,Apprenticeship,Yes – mostly because my partner initiated it,Oral sex – eye contact is important
1060,42,Male,Pardubice,Bohemia,5 001 to 20 000,Secondary,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
1061,27,Female,Moravian-Silesian,Moravia,20 001 to 100 000,Secondary,Yes – mostly because I initiated it,Oral sex – eye contact is not important
1062,40,Male,Plzen,Bohemia,100 001 and above,Apprenticeship,No – and I had no vaginal/anal sex,Oral sex – eye contact is important
1063,55,Male,Moravian-Silesian,Moravia,5 001 to 20 000,University,Yes – mostly because I initiated it,Vaginal sex – eye contact is important
1064,45,Female,Moravian-Silesian,Moravia,100 001 and above,Apprenticeship,Yes – because we both equally wanted to,Vaginal sex – eye contact is not important
1065,54,Male,Moravian-Silesian,Moravia,100 001 and above,Secondary,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
1066,55,Female,Moravian-Silesian,Moravia,5 001 to 20 000,University,Yes – mostly because my partner initiated it,Vaginal sex – eye contact is important
1067,55,Male,South Moravian,Moravia,100 001 and above,University,Yes – mostly because I initiated it,Vaginal sex – eye contact is not important
1068,21,Male,Liberec,Bohemia,1 001 to 5 000,Apprenticeship,Yes – mostly because I initiated it,Anal sex – eye contact is not important
1069,58,Female,Usti nad Labem,Bohemia,20 001 to 100 000,Elementary,No – and I had no vaginal/anal sex,Vaginal sex – eye contact is important
1070,56,Male,Usti nad Labem,Bohemia,20 001 to 100 000,Apprenticeship,Yes – because we both equally wanted to,Oral sex – eye contact is important
1071,23,Male,Olomouc,Moravia,5 001 to 20 000,Apprenticeship,Yes – because we both equally wanted to,Other
1072,43,Male,Pardubice,Bohemia,1 001 to 5 000,Secondary,Yes – mostly because I initiated it,Vaginal sex – eye contact is important
1073,49,Female,South Moravian,Moravia,1 001 to 5 000,Secondary,Yes – because we both equally wanted to,Vaginal sex – eye contact is not important
1074,39,Male,Zlin,Moravia,5 001 to 20 000,Apprenticeship,Yes – mostly because my partner initiated it,Oral sex – eye contact is important
1075,62,Male,Moravian-Silesian,Moravia,1 001 to 5 000,Apprenticeship,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
1076,49,Male,South Moravian,Moravia,100 001 and above,Secondary,Yes – mostly because I initiated it,Oral sex – eye contact is important
1077,42,Female,Hradec Kralove,Bohemia,Up to 1 000,University,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
1078,56,Male,Plzen,Bohemia,100 001 and above,Apprenticeship,Yes – mostly because I initiated it,Oral sex – eye contact is important
1079,46,Female,Moravian-Silesian,Moravia,20 001 to 100 000,Apprenticeship,No – and I had no vaginal/anal sex,Other
1080,34,Female,Zlin,Moravia,5 001 to 20 000,Elementary,Yes – mostly because I initiated it,Oral sex – eye contact is not important
1081,63,Male,South Moravian,Moravia,Up to 1 000,Secondary,Yes – because we both equally wanted to,Vaginal sex – eye contact is not important
1082,44,Male,Prague,Prague,100 001 and above,Secondary,Yes – because we both equally wanted to,Vaginal sex – eye contact is not important
1083,25,Female,Plzen,Bohemia,1 001 to 5 000,Secondary,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
1084,57,Male,Prague,Prague,100 001 and above,University,Yes – because we both equally wanted to,Oral sex – eye contact is important
1085,59,Female,Vysocina,Bohemia,5 001 to 20 000,Secondary,No – and I had no vaginal/anal sex,Vaginal sex – eye contact is not important
1086,25,Male,Moravian-Silesian,Moravia,20 001 to 100 000,Apprenticeship,Yes – mostly because I initiated it,Vaginal sex – eye contact is important
1087,39,Male,South Moravian,Moravia,20 001 to 100 000,Apprenticeship,Yes – mostly because I initiated it,Vaginal sex – eye contact is important
1088,32,Female,Central Bohemian,Bohemia,Up to 1 000,University,Yes – because we both equally wanted to,Vaginal sex – eye contact is not important
1089,57,Male,Hradec Kralove,Bohemia,20 001 to 100 000,Secondary,Yes – because we both equally wanted to,Anal sex – eye contact is not important
1090,47,Male,Central Bohemian,Bohemia,20 001 to 100 000,University,Yes – mostly because I initiated it,Anal sex – eye contact is not important
1091,26,Female,South Moravian,Moravia,1 001 to 5 000,Apprenticeship,Yes – mostly because I initiated it,Oral sex – eye contact is important
1092,40,Male,Moravian-Silesian,Moravia,100 001 and above,Apprenticeship,Yes – mostly because I initiated it,Oral sex – eye contact is not important
1093,48,Male,Liberec,Bohemia,Up to 1 000,Secondary,Yes – mostly because I initiated it,Anal sex – eye contact is important
1094,42,Female,South Moravian,Moravia,100 001 and above,Secondary,Yes – mostly because my partner initiated it,Vaginal sex – eye contact is important
1095,47,Male,Usti nad Labem,Bohemia,5 001 to 20 000,Apprenticeship,Yes – mostly because I initiated it,Oral sex – eye contact is not important
1096,56,Female,Zlin,Moravia,20 001 to 100 000,Apprenticeship,Yes – mostly because my partner initiated it,Vaginal sex – eye contact is not important
1097,35,Female,Central Bohemian,Bohemia,5 001 to 20 000,Secondary,No – although I had a vaginal/anal sex,Vaginal sex – eye contact is not important
1098,28,Male,Central Bohemian,Bohemia,Up to 1 000,Apprenticeship,Yes – because we both equally wanted to,Oral sex – eye contact is not important
1099,28,Female,Zlin,Moravia,Up to 1 000,Apprenticeship,Yes – mostly because my partner initiated it,Vaginal sex – eye contact is important
1100,46,Female,Prague,Prague,100 001 and above,Secondary,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
